Title ,QuestionEN,QuestionFR,AnswerEN,AnswerFR,KeywordsEN,KeywordsFR,Enter Type,Enter Type FR,Number,ID
What should I do if my course is not marking complete?  Something is preventing me from continuing my course or launching the test. (For learners),,Que devrais-je faire si mon cours ne se marque pas comme ayant été achevé?  Quelque chose m’empêche de poursuivre mon cours ou de lancer le test.,"<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>Most web-based courses are built to track your progress with interactive elements. To have them automatically mark complete, each element must have been viewed/activated. Please relaunch the course to confirm that you:</p><br><ul><li>Opened each accordion (expand/collapse);</li><li>Selected each button;</li><li>Selected each pin button;</li><li>Selected each clickable or selectable image button; and,</li><li>Selected the <strong>Continue </strong>button to reveal new sections of content on the page. Please note that the <strong>Continue</strong> button becomes activated only once the section is complete.</li></ul><p>If you are still experiencing the issue, please open a ticket with the <a href=""http://iservice.prv/eng/imit/nsd/index.shtml"">National Service Desk</a> (NSD) for assistance from the Learning Infrastructure team.</p></td></tr></tbody></table>","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>La plupart des cours en ligne sont conçus pour suivre votre progression à l'aide d'éléments interactifs. Pour qu'ils soient automatiquement marqués comme achevés, chaque élément doit avoir été vu/activé. Veuillez lancer de nouveau le cours pour confirmer que vous avez :</p><br><ul><li>Sélectionné ou cliqué sur chaque fenêtre accordéon (haut/bas);</li><li>Sélectionné ou cliqué sur chaque bouton;</li><li>Sélectionné ou cliqué sur chaque épingle; </li><li>Sélectionné ou cliqué sur chaque flèche; et</li><li>Sélectionné ou cliqué sur le bouton <strong>Continuer </strong>pour passer d’une page à l’autre - veuillez noter que le bouton <strong>Continuer </strong>n'est activé qu'une fois la section terminée.</li></ul><p>Si le problème persiste, veuillez ouvrir un billet auprès de <a href=""https://iservice.prv/fra/giti/isn/index.shtml"">l’InfoService national</a> (ISN) pour obtenir l'assistance de l'équipe Infrastructure de l’apprentissage</p></td></tr></tbody></table>","Incomplete, unfinished, partial, difficulties,  obstacles, complications, hurdles, faulty, glitch, error, issues, technical, not letting me,  preventing, blocking,  impractical, blocked, stuck, forward,  advancing, progress, advance, problem, impossible,","Incomplet, inachevé, inacheve, partiel, difficultés, difficultes, difficile, obstacles, complications, défectueux, défectueux, pépin, pepin, erreur, problèmes, probleme, technique, ne pas me laisser faire, empêcher, bloquer, impraticable, bloqué, bloque,",Learner,,20,51
What should I do if I encounter technical difficulties while trying to access or complete a Canada School of Public Service (CSPS) course? (For learners),,Quelle est la procédure à suivre si j’éprouve des difficultés lorsque j’essaie d’accéder à un cours de L’École de la fonction publique du Canada (EFPC)? (Pour apprenants),"<p>If you have difficulties accessing CSPS and/or launching a course, contact the <a href=""https://www.csps-efpc.gc.ca/contact_us/inquiries-eng.aspx"">CSPS Client Contact Centre</a>.</p>","<p>Si vous éprouvez des difficultés pour accéder à un cours de l’EFPC ou pour lancer un cours dans la plateforme, veuillez communiquer avec le <a href=""https://www.csps-efpc.gc.ca/contact_us/inquiries-fra.aspx"">Centre de contact avec la clientèle de l’EFPC</a>.</p>","technical, difficulties, problem, problems, client services, customer, help, does not work","ecole, completer, complété, complete, problèmes techniques, probleme, problèmes, service clientèle, clientele, aide, ne fonctionne pas",Learner,,21,52
How do I access my team’s Essential Training Curriculum (ETC) completion data? (For managers),,Comment puis-je accéder aux données d’achèvement du Curriculum de formation essentielle (CFE) de mon équipe? (Pour responsables),"<div><table><tbody><tr><td><p>The deadline to complete the ETC is March 31st, for most employees.</p><br><p> </p><br><p>The completion deadline for employees who joined the department after April 1st is one year from the date they were assigned the curriculum (see Individual Deadlines in Saba).</p><br><p> </p><br><p><strong>Please note</strong>: These employees are excluded from their team’s ETC completion objectives.</p><br><p> </p><br><p>Follow these instructions to view an accurate picture of your team’s completion data:</p><br><ol><li>Select the <strong>Main menu button</strong>, which appears as <strong>three lines</strong> in the top left-hand corner of the page.</li><li>Select the <strong>My Team</strong> item to display the “Direct Team” page. Select the <strong>Expand icon</strong>, which appears as <strong>four (4) tiles</strong> in the top left-hand corner of the Direct Team page.</li><li>Select <strong>Manager Dashboards</strong>. This opens the Manager Dashboards page. The default report shown is the Summary Report for ESDC’s Essential Training Curriculum, and contains four (4) additional reports.</li><li>Select either the <strong>“In Progress” box</strong> or the <strong>“Completed” box</strong> of the desired report, which will bring you to the full report.</li><li>To export your data in Excel, select the <strong>download button</strong> (Export as a PDF…) appearing as a <strong>downward arrow</strong>, which is located in the top right-hand corner of the page.</li><br></ol><p> </p><br><p>For more information:</p><br><ul><li>Refer to the “<a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20anglais%20-%20English%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_EN/(Responsable)%20Accéder%20aux%20données%20d’achèvement%20du%20curriculum%20de%20formation%20essentielle%20(CFE)%20de%20mon%20équipe%20–%20(Manager)%20Accessing%20my%20Team’s%20Essential%20Training%20Curriculum%20(ETC)%20Completion%20Data_EN.docx?d=w49119f07dc9f45ffa508ee5b06e2f9e4&amp;csf=1&amp;web=1&amp;e=o2wKV3"">Accessing my Team’s Essential Training Curriculum (ETC) Completion Data</a>” job aid.</li><li>Visit the <a href=""https://can01.safelinks.protection.outlook.com/?url=https://iservice.prv/eng/college/mandatory_training/faq_mandatory_training_managers.shtml&amp;data=05%7c01%7ccaroline.filion%40servicecanada.gc.ca%7c98ed5c43f5664966202d08db2a34b3ef%7c9ed558468a814246acd8b1a01abfc0d1%7c0%7c0%7c638150178339327707%7cUnknown%7cTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7c3000%7c%7c%7c&amp;sdata=5BIdx6dOFGsX0mQ9Fp%2BG8o/iUUuYOeTvfzFuYZXw78U%3D&amp;reserved=0"">ETC for Team Leaders, Supervisors, Managers and Executives FAQ</a> page.</li></ul></td></tr></tbody></table></div><p>Visit the <a href=""https://can01.safelinks.protection.outlook.com/?url=https://iservice.prv/eng/college/mandatory_training/index.shtml?site%3Diservice-prv%23reporting&amp;data=05%7c01%7ccaroline.filion%40servicecanada.gc.ca%7c98ed5c43f5664966202d08db2a34b3ef%7c9ed558468a814246acd8b1a01abfc0d1%7c0%7c0%7c638150178339327707%7cUnknown%7cTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7c3000%7c%7c%7c&amp;sdata=/99nJd5hJR21x0gOWZPA8kmkjcE66iopEe7Om9n5Z5c%3D&amp;reserved=0"">Tracking and Reporting</a> section of the ETC iService page for more information on tracking and generating reports.</p>","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>La date limite d’achèvement du CFE est le 31 mars pour la majorité des employés.</p><br><p> </p><br><p>La date limite pour les employés qui ont rejoint le ministère après le 1er avril est d’un an à compter de la date à laquelle le curriculum leur a été attribué (voir les délais individuels dans Saba).</p><br><p> </p><br><p><strong>Veuillez noter</strong> que ces employés sont exclus des objectifs d’achèvement du CFE de leur équipe.  </p><br><p> </p><br><p>Pour un aperçu précis des données d’achèvement de votre équipe, veuillez suivre ces directives :</p><br><ol><li>Sélectionnez le <strong>bouton Menu Principal</strong>, qui apparaît sous forme de <strong>trois lignes</strong> dans le coin supérieur gauche de l’écran.</li><li>Sélectionnez l’item <strong>Mon équipe</strong> pour afficher la page Équipe directe. Sélectionnez <strong>l’icône Développer</strong>, qui apparaît sous forme de <strong>quatre (4) carreaux</strong> dans le coin supérieur gauche de la page Équipe directe.</li><li>Sélectionnez <strong>Tableaux de bord de superviseur</strong>. Ceci ouvrira la page « Tableau de bord de superviseur ». Le rapport montré par défaut est le « Rapport sommaire d'achèvement - Programme de formation obligatoire », et contient quatre (4) rapports supplémentaires.</li><li>Sélectionnez la boîte <strong>“En cours”</strong> ou la boîte <strong>“Complété”</strong> du rapport désiré, ce qui vous amènera au rapport complet.</li><li>Pour exporter vos données à Excel, sélectionnez le <strong>bouton télécharger</strong> (Exporter ce rapport en format PDF…), apparaissant sous forme d’une <strong>flèche vers le bas</strong>, qui se trouve dans le coin supérieur droit de la page.</li><br></ol><p> </p><br><p>Pour plus de précision:</p><br><ul><li>Consultez l’aide-mémoire « <a href=""https://014gc.sharepoint.com/sites/ILMS-SIGA/Aidesmmoire%20%20Job%20Aids/Aide-mémoires%20en%20français%20-%20French%20Job%20Aids/Responsable%20(Gestionnaire%20et%20chef%20d%27équipe)%20-%20Manager%20(and%20Team%20Leader)_FR/(Responsable)%20Accéder%20aux%20données%20d’achèvement%20du%20curriculum%20de%20formation%20essentielle%20(CFE)%20de%20mon%20équipe%20–%20(Manager)%20Accessing%20my%20Team’s%20Essential%20Training%20Curriculum%20(ETC)%20Completion%20Data_FR.docx?d=w88a6537235ee4c0d8264cea0cd9fdd2d&amp;csf=1&amp;web=1&amp;e=rakRLL"">Accéder aux données d’achèvement du curriculum de formation essentielle (CFE) de mon équipe</a> ».</li><li>Consultez la page de <a href=""https://iservice.prv/fra/college/formation_obligatoire/faq_formation_obligatoire_gestionnaires.shtml"">FAQ du CFE pour les chefs d’équipe, superviseurs, gestionnaires et cadres</a>.</li><li>Consultez la section <a href=""https://can01.safelinks.protection.outlook.com/?url=https://iservice.prv/fra/college/formation_obligatoire/index.shtml?site%3Diservice-prv%23rapports&amp;data=05%7c01%7ccaroline.filion%40servicecanada.gc.ca%7c98ed5c43f5664966202d08db2a34b3ef%7c9ed558468a814246acd8b1a01abfc0d1%7c0%7c0%7c638150178339327707%7cUnknown%7cTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7c3000%7c%7c%7c&amp;sdata=flxM49YBDRlBrEWDk6w5VP7sWa8dTLH%2BwwzEubAmZuE%3D&amp;reserved=0%22"">suivi et production de rapports</a> de la page CFE pour de plus amples renseignements sur le sujet.</li></ul></td></tr></tbody></table>","manager, managers, manager’s, team lead, lead, report, analytics, statistics, stats, incomplete, information, employees, team, reports, direct, essential, etc, curriculum, completed, complete, completions, profile, CFE  ","gestionnaire, gestionnaires, chef, chef d'équipe, chefs, chefs d'équipe, responsable, responsables, equipe, analytique, statistiques, achèvements, stats, incomplet, complété, complet, complète, information, employés, employées, employée, directe, rapports",Manager ,,22,53
"As a manager (or team leader), what should I do to ensure that my Saba reports are accurate? (For managers)",,"En tant que responsable (gestionnaire ou chef d’équipe), que dois-je faire pour m'assurer que mes rapports sont exacts? (Pour responsables)","<div><table><tbody><tr><td><p>To ensure that your Saba reports are accurate, review the organizational structure of your employees in PeopleSoft.</p><br><p> </p><br><p>If your organizational structure is not up to date, please open a ticket with the <a href=""https://iservice.prv/eng/imit/nsd/index.shtml"">National Service Desk</a> to have it updated.</p><br><p> </p><br><p><strong>Please note:</strong> If your data is not up to date, a 100% completion rate will not be achievable.</p></td></tr></tbody></table></div>","<div><table><tbody><tr><td><p>Pour vous assurer que vos rapports soient exacts, révisez la structure organisationnelle de vos employés dans Peoplesoft.</p><br><p> </p><br><p>Si vous constatez que votre structure organisationnelle n'est pas à jour, ouvrez un billet auprès de <a href=""https://iservice.prv/fra/giti/isn/index.shtml"">l’InfoService national</a> afin qu’une mise à jour soit faite.</p><br><p><strong>Veuillez noter</strong> que si vos données ne sont pas à jour, un taux d’achèvement de 100% ne sera pas réalisable.</p></td></tr></tbody></table></div>","manager, managers, manager’s, team lead, lead, report, analytics, statistics, stats, incomplete, information, employees, team, reports, direct, incorrect, false, inaccurate ","gestionnaires, chef, chef d'équipe, chefs, chefs d'équipe, responsable, responsables, equipe, analytique, statistiques, achèvements, stats, incomplet, complété, complet, complete, information, employés, employées, employée, directe, rapports, data, fausse",Manager ,,23,54
How can I share the link to a class with another learner? (For learners),,Comment puis-je partager le lien vers une classe avec un autre apprenant? (Pour apprenants),"<p>For security reasons, please do not share links received from Saba, or copied from your Saba account. If you wish to share a link to a Saba course, please open a ticket with the <a href=""http://iservice.prv/eng/imit/nsd/index.shtml"">National Service Desk</a> (NSD). Choose Saba and then “I would like the Web address for Saba.” Let us know for which course or class you would like the link.</p>","<p>Pour des raisons de sécurité, ne partagez pas les liens reçus de Saba ou copiés à partir de votre compte Saba. Si vous souhaitez partager un lien vers un cours offert dans Saba, veuillez ouvrir un billet auprès de l’<a href=""https://iservice.prv/fra/giti/isn/index.shtml"">InfoService national</a> (ISN). Saisissez « Saba », sélectionnez « J’aimerais obtenir l’adresse Web du système Saba », puis indiquez le cours ou la classe pour laquelle vous souhaitez obtenir le lien.</p>","Class, course, curriculum, curricula, certification, share, send, link, URL, web address, address, directly, hyperlink, address, learning, event, training, direct, lead, find, learner, student, sign up, register, program, path    Links, hyperlinks","Classe, cours, curriculum, cursus, programme, chemin, feuille de route, certification, partager, envoyer, lien, URL, adresse web, directement, direct, hyperlien, adresse, addresse, apprentissage, événement, evenement, formation, training, mener, trouver,",Learner,,24,55
How can I share the link to a class with my team? (For managers),,Comment puis-je partager le lien vers une classe avec mon équipe? (Pour responsables),"<p>For security reasons, please do not share links received from Saba, or copied from your Saba account. If you wish to share a link to a Saba course, please open a ticket with the <a href=""http://iservice.prv/eng/imit/nsd/index.shtml"">National Service Desk</a> (NSD). Choose Saba and then “I would like the Web address for Saba.” Let us know for which course you would like the link.</p>","<p>Pour des raisons de sécurité, ne partagez pas les liens reçus de Saba ou copiés à partir de votre compte Saba. Si vous souhaitez partager un lien vers un cours offert dans Saba, veuillez ouvrir un billet auprès de l’<a href=""https://iservice.prv/fra/giti/isn/index.shtml"">InfoService national</a> (ISN). Saisissez « Saba », sélectionnez « J’aimerais obtenir l’adresse Web du système Saba », puis indiquez le cours ou la classe dont vous souhaitez obtenir le lien.</p>","Class, course, curriculum, curricula, certification, share, send, link, URL, web address, address, directly, hyperlink, address, learning, event, training, direct, lead, find, learner, student, sign up, register, program, path, team, employees, manager","Classe, cours, curriculum, cursus, programme, chemin, feuille de route, certification, partager, envoyer, lien, URL, adresse web, directement, direct, hyperlien, adresse, addresse, apprentissage, événement, evenement, formation",Manager ,,25,56
"Where can I find the link for a course, a class, curriculum or certification?  How can I guide learners to my training? (For administrators)",,"Où puis-je trouver le lien pour un cours, une classe, un curriculum ou une certification?  Comment puis-je diriger les apprenants vers ma formation? (Pour administrateurs)","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>For security reasons, please do not share links received from Saba, or copied from your Saba account. If you wish to share a link, please follow these steps:</p><br><p><strong>For a course or class:</strong></p><br><ol><li>Log into your Saba account.</li><li>From the Main menu collapse, select the <strong>Admin </strong>item.</li><li>Select the <strong>Learning Admin</strong> tile.</li><li>Select the <strong>Manage Classes</strong> hyperlink.</li><li>Search for your class.</li><li>Open Class Details page by selecting the <strong>course name</strong>.</li><li>In the Main tab’s Class Details section, copy the deeplink URL based on your needs. Each option lists two URLs; be sure to <strong>copy the shortest link</strong> (the second).</li><br></ol><p>Recommended options:</p><br><ul><li>Course Deeplink URL: will open the learner’s view of a course.</li><li>Class Deeplink URL: will open the learner’s view of a specific class.</li></ul><p>Other options (may result in unwanted registrations or no-shows):</p><br><ul><li>Registration Deeplink URL: will open the learner’s view of a specific class, AND <strong>automatically register</strong> the person opening the link for this class.</li><li>Register and Launch Deeplink URL (only for Web based classes): will <strong>automatically register</strong> the person opening this link and launch its first activity that is not evaluated.</li></ul><p><strong>For a curriculum or certification:</strong></p><br><p>You can also share a deeplink to a curriculum or certification page for learners to register for all classes. This is especially useful when a course can only be accessed through a curriculum or certification, allowing learners to register for classes directly from that page.</p><br><ol><li>From the <strong>Learning Admin</strong> menu, select the <strong>Manage Learning Catalog</strong> hyperlink.</li><li>Search for the curriculum or certification.</li><li>Open Curriculum or certification’s details page.</li><li>Copy the Deeplink URL.</li><br></ol></td></tr></tbody></table>","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>Pour des raisons de sécurité, ne partagez pas les liens reçus de Saba ou copiés à partir de votre compte Saba. Si vous souhaitez partager un lien, veuillez suivre ces étapes:</p><br><p><strong>Pour un cours ou une classe :</strong></p><br><ol><li>Connectez-vous à votre compte Saba.</li><li>À partir du Menu principal développé, sélectionnez l’item <strong>Admin</strong>.</li><li>Sélectionnez la tuile <strong>Administration des formations</strong>.</li><li>Sélectionnez l’hyperlien <strong>Gérer les classes</strong>.</li><li>Cherchez pour votre classe.</li><li>Ouvrez la page des Détails de la classe en sélectionnant le <strong>Nom du cours</strong>.</li><li>Dans la section Détails de la classe de l’onglet Principal, copiez l’URL de lien profond en fonction de vos besoins. Chaque option contient deux adresses web; assurez-vous de <strong>copier le lien le plus court </strong>(le second).</li><br></ol><p>Options recommandées :</p><br><ul><li>URL de lien profond vers le cours : ouvrira la vue d’apprenant d’un cours.</li><li>URL de lien profond vers la classe : ouvrira la vue d’apprenant d’une classe spécifique.</li></ul><p>Autres options (peuvent entraîner des inscriptions non souhaitées ou des absences)</p><br><ul><li>URL de lien profond vers l’inscription : ouvrira la vue d’apprenant d’une classe spécifique, ET <strong>inscrira automatiquement</strong> la personne accédant au lien à cette classe.</li><li>URL de lien profond d’inscription et de lancement (pour les cours Sur le Web seulement) : <strong>Inscrira automatiquement</strong> la personne accédant au lien de la classe et lancera sa première activité qui n’est pas évaluée.</li></ul><p><strong>Pour un curriculum ou une certification :</strong></p><br><p>Vous pouvez également partager un lien profond vers la page d’un curriculum ou d’une certification pour que les apprenants puissent s’inscrire à toutes les classes. Ceci est particulièrement utile lorsqu’un cours n’est accessible que par le biais d’un curriculum ou d’une certification, permettant ainsi aux apprenants de s’inscrire aux classes directement à partir de cette page.</p><br><ol><li>À partir du menu <strong>Administration des formations</strong>, sélectionnez l’hyperlien <strong>Gérer le catalogue de formation.</strong></li><li>Cherchez pour le curriculum (programme d’études) ou la certification.</li><li>Ouvrez la page Détails du curriculum (cursus) ou de la certification.</li><li>Copiez l’URL lien profond (URL Deeplink).</li><br></ol></td></tr></tbody></table>","Class, course, curriculum, curricula, certification, share, send, link, URL, web address, address, directly, hyperlink, address, learning, event, training, direct, lead, find, learner, student, sign up, register, program, path, administrator, deeplink","Classe, cours, curriculum, cursus, programme, chemin, feuille de route, certification, partager, envoyer, lien, URL, adresse web, directement, direct, hyperlien, adresse, addresse, apprentissage, événement, evenement, formation, training, mener, trouver,",Admin,,26,57
Why isn’t my Essential Training Curriculum (ETC) for managers automatically added to my profile? (For learners),,Pourquoi mon Curriculum de formation essentielle (CFE) pour les gestionnaires n’est-il pas automatiquement ajouté à mon profil? (Pour apprenants),"<div><table><tbody><tr><td><p>If you are required to complete an additional ETC (for managers or team leaders), you will need to register <strong>yourself</strong> to the appropriate manager ETC based on your role. The system does not assign these ETCs since it cannot determine which one/s you need.</p><br><p> </p><br><p>Note that the ESDC Essential Training Curriculum <strong>for Employees</strong> is automatically added to Saba profiles since it must be completed by <strong>all </strong>indeterminate and term employees across ESDC.</p><br><p> </p></td></tr></tbody></table></div><p>For more information, go to the iService’s <a href=""https://iservice.prv/eng/college/mandatory_training/index.shtml"">ESDC Essential Training Curricula page</a>.</p>","<table class=""MsoTable15Grid4Accent3""><tbody><tr><td><p>Si vous êtes tenu de suivre une CFE additionnelle (pour les gestionnaires ou les chefs d’équipe), vous devrez vous inscrire <strong>vous-même</strong> au CFE pour gestionnaire approprié en fonction de votre rôle. Le système n’attribue pas ces CFE car il ne peut pas déterminer celui/ceux dont vous avez besoin.</p><br><p> </p><br><p>Notez que le Curriculum de formation essentielle d’EDSC <strong>pour les employés</strong> est automatiquement ajouté aux profils Saba puisqu’il doit être suivi par <strong>tous </strong>les employés nommés pour une période indéterminée ou pour une période déterminée au sein d’EDSC.</p><br><p> </p><br><p>Pour plus d'informations, consultez la page iService des <a href=""https://iservice.prv/fra/college/formation_obligatoire/index.shtml%23employees"">Curriculums de formation essentielle d’EDSC</a>.</p></td></tr></tbody></table>","Essential training curriculum, automatic add to the profile, manager training not added, curriculum not visible, update training profile, manual add, essential training curriculum problem, ETC managers, integration, inclusion","Curriculum de formation essentielle, ajout automatique profil, formation gestionnaire non ajoutée, curriculum non visible,  mise à jour profil formation,  ajout manuel,  problème de  Curriculum de formation essentielle,  CFE gestionnaires, intégration",Learner,,27,58
"I need to correct errors in my personal information, such as my name and/or my email address. (For learners)",,"Je dois corriger des erreurs dans mes informations personnelles, comme mon nom et/ou mon adresse électronique. (Pour apprenants)","<p>Saba information is synchronized daily with PeopleSoft. Should you come across any inaccuracies, kindly refer to the <a href=""https://iservice.prv/eng/esrp/erp_ps/update_info.shtml"">Instructions for Employees and Managers</a> for guidance on resolution. Detailed instructions for myEMS (PeopleSoft) are available on <a href=""https://iservice.prv/eng/esrp/erp_ps/tools_and_resources/learning/index.shtml"">PSGuide.</a></p>","<div><table><tbody><tr><td><p>Les informations de Saba sont synchronisées quotidiennement avec PeopleSoft. Si vous constatez des incohérences, veuillez suivre les <a href=""https://iservice.prv/fra/prsh/pro_ps/mis_a_jour.shtml"">instructions à l’intention des employés et des gestionnaires</a> pour les corriger. Des instructions détaillées pour maSGE (PeopleSoft) sont disponibles sur <a href=""https://iservice.prv/fra/prsh/pro_ps/outils_et_ressources/apprentissage/index.shtml%23employe-modalite-travail"">GuidePS.</a></p></td></tr></tbody></table></div>","Correct, errors, personal information, name errors, email address, incorrect personal information, change name, profile, change email address, correct account information, mistakes, update, fixing, wrong, rectifying","Corriger, erreurs, informations personnelles, erreurs nom, adresse email, informations personnelles incorrectes, modifier nom, profil, changer adresse électronique, corriger informations compte, erreurs, mettre à jour, réparer, mal, rectifier",Learner,,28,59
I have returned from an absence; how do I get my Saba account reactivated? (For learners),,Je suis de retour d’une absence; comment puis-je réactiver mon compte Saba? (Pour apprenants),"<div><table><tbody><tr><td><p class=""MsoRMPane"">If your Saba account has been deactivated (ex. leave, change of department…), it might need to be reactivated by the Learning Infrastructure team before you can access it again.</p></td></tr></tbody></table></div><p>If you are unable to log in with your password or do not receive a password reset email within one hour of resetting it, please open a ticket with <a href=""http://iservice.prv/eng/imit/nsd/index.shtml"">National Service Desk</a> (NSD) to have your account reactivated.</p>","<div><table><tbody><tr><td><p>Si votre compte Saba a été désactivé (par exemple; congé, changement de ministère…), il pourrait être nécessaire que l’équipe Infrastructure d’apprentissage l’active de nouveau avant que vous puissiez y accéder.</p><br><p> </p></td></tr></tbody></table></div><p>Si vous n’arrivez pas à vous connecter à l’aide de votre mot de passe ou que vous ne recevez pas le courriel de réinitialisation de mot de passe dans l’heure suivant votre réinitialisation, veuillez ouvrir un billet auprès de l’<a href=""https://iservice.prv/fra/giti/isn/index.shtml"">InfoService national (ISN)</a>.</p>","reactivate Saba account, reactivate profile after absence, Saba account inactive, resume Saba access, reopen account after absence, reactivate user access, restore Saba account, account disabled absence, reset Saba account, return absence inactive account","retour d'absence réactiver compte,  réactivation compte Saba,  réactiver profil après absence,  compte Saba inactif,  reprendre accès Saba,  réouverture compte après absence, réactivation accès utilisateur, restaurer compte Saba, compte désactivé absence",Learner,,29,60
"What happens to a Saba account when an employee leaves the Department, retires, or returns to the department?  I cannot access my old Saba account. (For learners)",,"Qu’arrive-t-il à un compte Saba lorsqu’un employé quitte le ministère, prend sa retraite ou revient au ministère?  Je ne peux pas accéder à mon ancien compte Saba. (Pour apprenants)","<p>A Saba account cannot be deleted. It becomes terminated and will not be accessible. It will not show up in reporting nor be available unless the Learning Infrastructure team re-activates it following a <a href=""http://iservice.prv/eng/imit/nsd/index.shtml"">National Service Desk</a> (NSD) request.</p>","<p>Un compte Saba ne peut pas être supprimé. Il sera désactivé et ne sera pas accessible. Il n’apparaîtra pas lors de la production de rapports et ne sera pas disponible à moins que l’équipe Infrastructure de l’apprentissage ne le réactive à la suite d’une demande auprès de l’<a href=""https://iservice.prv/fra/giti/isn/index.shtml"">InfoService national (ISN)</a>.</p>","desactivate, deleted, account, reactivate, access, close, support contact, nsd, recover, find, viewed, resume","Désactivation, supprimé, compte, réactivation, accès, fermeture, contact support, ISN, récupérer, retrouver, consulté, reprendre",Learner,,30,61
I want to bookmark the link to Saba. Which link should I use? (For learners),,Je veux ajouter le lien vers Saba à mes signets. Lequel dois-je utiliser? (Pour apprenants),"<p>The link to bookmark is <a href=""https://esdc.sabacloud.com"">https://esdc.sabacloud.com</a>. Since every login attempt creates a unique session link, it is important to use the original link to avoid issues.</p>","<p>Le lien à mettre en signet est <a href=""https://esdc.sabacloud.com"">https://esdc.sabacloud.com</a>. Puisque chaque tentative de connexion crée un lien de session unique, il est important d’utiliser le lien original pour éviter tout problème.</p>","link, bookmark, original, hyperlink, direct link, add, procedure, shortcut, links, url, saved, reference, web","Lien, signet, original, hyperlien, lien direct, ajouter, procédure, raccourci, liens, url, sauvegardé, référence, web, marque-pages",Learner,,31,62
How do I switch the language of my class? (For learners),,Comment puis-je changer la langue de ma classe? (Pour apprenants),"<div><table><tbody><tr><td><p>Your course registration is associated to a specific class, which is offered in either French, English or bilingual. If the class is not in your preferred language, you can drop the first registration and enroll to a class in the other language, or also enroll in the other language.</p></td></tr></tbody></table></div><p>Please note that there may be limited availability in virtual, in-person and blended classes. You might not find a suitable class as a replacement, but you can contact the course owners to inquire about future offerings. You can find the course owner's contact information at the bottom of the course overview page.</p>","<div><table><tbody><tr><td><p>Votre inscription à un cours est associée à une classe spécifique, qui est offerte en français, en anglais ou bilingue. Si la classe n'est pas dans votre langue préférée, vous pouvez abandonner votre première inscription et vous inscrire à la classe dans l'autre langue, ou bien vous inscrire dans les deux langues.</p></td></tr></tbody></table></div><p>Veuillez noter que la disponibilité des classes virtuelles, tutorées et mixtes pourrait être limitée. Il est possible que vous ne trouviez pas de classe qui vous convienne en remplacement, mais vous pouvez contacter le propriétaire du cours pour vous renseigner sur les offres futures. Vous trouverez les coordonnées du propriétaire du cours au bas de la page d'aperçu du cours.</p>","Registration, course, class, English, French, bilingual, preferred language, abandon, abandon registration, register, owner, contact details, training, classroom, membership, registration, session, leave, unregister, remove registration, contact","Inscription, cours, classe, francais, anglais, bilingue, langue préféré, abandonner, abandonner inscription, inscrire, propriétaire, coordonnées,  formation, salle de cours, adhésion, enregistrement, session, quitter, désinscrire, retirer inscription",Learner,,32,63
